date_ymd,time_to_travel_grouping,length_of_stay_grouping,platform_country_code,adv_id,clicks,bookings,booking_rev_EURcent,cost_EURcent
20200826,8,3,PT,90,27,0,0,54
20200513,41,2,FI,64,4,0,0,50
20201224,29,4,US,7,20,0,0,2402
20200601,29,3,HU,56,4,0,0,3
20200726,41,2,IN,56,70,0,0,137
20200731,2,7,ES,56,22,0,0,51
20200628,41,1,NO,56,5,0,0,43
20201011,15,2,AT,345,2,0,0,10
20200619,29,2,PL,64,2,0,0,1
20200902,29,1,RO,64,7,0,0,6
20201007,29,2,MY,64,7,0,0,63
20200807,5,2,TH,90,5,0,0,10
20200909,2,1,CL,64,3,0,0,83
20200605,2,7,ES,402,3,0,0,11
20201115,41,1,SE,64,30,1,38329,528
20201205,8,2,AA,64,6,0,0,131
20201016,2,4,NL,90,7,0,0,0
20201118,41,4,SE,345,2,0,0,40
20201212,8,1,BE,58,9,0,0,112
20201018,2,8,IL,64,2,0,0,224
20200809,0,7,ES,345,20,0,0,119
20200913,5,1,ZZ,345,46,0,0,155
20200722,2,3,US,58,49,2,101081,2857
20200815,8,3,PL,58,2,0,0,2
20200617,2,4,TW,56,4,0,0,86
20200721,5,2,XX,58,359,15,358305,19565
20200801,0,4,BE,90,3,0,0,8
20200903,15,2,SI,56,5,0,0,14
20200802,15,2,GR,56,44,0,0,82
20200622,5,1,ZZ,56,854,0,0,16611
20200901,0,1,BG,56,12,0,0,30
20201031,0,3,PT,64,5,1,12456,346
20200704,8,2,VN,56,37,0,0,634
20200916,8,8,IN,64,2,0,0,36
20200528,0,2,PL,402,8,1,20808,33
20200901,2,1,AE,64,40,1,9588,496
20200701,2,4,SI,58,2,0,0,3
20201125,8,4,AE,56,2,0,0,31
20200815,29,15,BE,345,2,0,0,13
20200601,2,15,AE,56,5,0,0,57
20201021,2,1,FI,402,11,0,0,35
20200618,41,3,XX,58,39,1,79195,918
20200823,41,3,ID,56,12,0,0,118
20201225,29,4,RO,56,2,0,0,18
20200812,41,1,SE,56,37,0,0,729
20200424,2,2,KR,56,11,0,0,236
20201009,5,4,TR,139,150,1,3708,1627
20200624,0,2,TH,56,30,0,0,248
20200814,8,7,GR,402,12,0,0,58
20200728,2,3,ZZ,56,7,0,0,81
20200610,2,2,CZ,56,3,0,0,18
20200710,29,3,RO,402,5,0,0,22
20201025,41,1,ES,58,88,0,0,447
20200428,15,4,US,151,12,0,0,162
20200507,2,2,XX,64,5,1,12749,58
20200530,15,3,TW,58,2,0,0,13
20200502,41,1,XX,64,59,1,35180,502
20200604,2,4,US,90,5,0,0,110
20200712,2,15,US,58,2,0,0,210
20200721,2,4,HU,402,10,1,10561,88
20200716,2,3,CH,90,5,0,0,17
20200905,41,13,IN,56,4,0,0,57
20200725,8,15,SE,56,2,0,0,3
20201218,5,15,IN,56,2,0,0,22
20200804,2,4,ES,345,147,0,0,617
20200619,5,3,TR,332,111,1,21430,527
20200926,41,15,CL,64,2,0,0,84
20201011,41,3,CL,56,7,1,20516,98
20201005,41,3,TW,56,10,0,0,111
20200802,15,1,CH,58,2,0,0,1
20200512,8,2,IL,56,10,0,0,47
20200902,41,2,FI,56,4,0,0,70
20200724,5,3,HR,402,9,0,0,36
20201006,41,4,YY,58,137,2,208849,6277
20200514,41,8,SK,402,2,0,0,13
20200916,0,3,KR,64,2,0,0,163
20200726,5,13,HK,90,3,0,0,67
20200416,5,4,TR,332,11,0,0,22
20200718,2,2,FI,56,7,0,0,45
20200628,0,1,NO,56,2,0,0,22
20201003,15,4,SE,58,5,1,14109,229
20200825,5,1,FI,56,3,0,0,60
20200423,41,7,CH,56,3,0,0,5
20200725,5,3,XX,58,176,3,126243,8892
20200922,15,15,ZZ,56,2,0,0,58
20200620,0,3,ES,402,2,0,0,23
20201228,5,2,YY,345,69,1,29954,807
20200707,8,3,SK,402,10,0,0,38
20201007,0,4,VN,56,2,0,0,93
20201024,29,4,AR,56,2,0,0,15
20200528,15,1,NL,58,2,0,0,2
20200615,41,3,AT,56,6,0,0,12
20200806,15,1,SK,58,10,0,0,10
20200920,0,2,KR,56,4,0,0,48
20200704,41,4,BE,402,5,1,42685,37
20200722,29,2,HU,56,42,0,0,80
20200815,29,1,AA,345,2,0,0,3
20201219,15,7,ZZ,56,2,1,20692,108
20200905,41,2,US,64,172,8,284625,6688
20200516,5,1,XX,56,77,0,0,140
20200527,15,3,ZZ,56,12,0,0,122
20200915,0,2,HK,64,4,0,0,181
20200706,8,2,SE,402,63,0,0,2255
20200701,41,2,GR,56,50,0,0,83
20200821,15,1,SE,402,29,1,5256,245
20200728,15,7,AA,58,3,0,0,5
20200530,2,1,KR,64,32,0,0,818
20200713,8,2,HU,402,57,1,8262,732
20201208,0,1,AE,56,282,40,146751,15370
20200615,29,4,VN,56,5,0,0,35
20201124,41,8,BE,56,4,0,0,143
20200829,41,13,AA,56,2,0,0,17
20200726,5,3,HR,402,12,0,0,47
20201113,0,1,SE,64,161,18,169626,15215
20200418,29,1,ES,402,45,0,0,142
20200705,41,1,TR,139,192,1,9727,497
20200607,15,8,HR,402,2,0,0,13
20200613,15,2,GR,56,23,0,0,35
20200811,15,7,FI,64,2,0,0,121
20200729,2,4,CH,402,20,0,0,455
20201012,0,2,US,64,150,18,421769,24414
20200725,8,13,HR,402,9,0,0,57
20200822,15,1,IE,64,7,0,0,380
20200831,8,3,HK,56,4,0,0,32
20201016,0,1,MY,90,624,41,172379,12558
20200401,2,2,US,90,3,0,0,83
20201024,2,1,KR,90,20,1,13008,635
20200708,5,3,DK,402,12,0,0,710
20200730,29,1,IL,56,1195,0,0,18530
20200529,5,4,ZZ,56,2,0,0,61
20201109,41,3,TR,56,30,0,0,120
20200705,5,1,ZZ,90,162,2,43337,1533
20200815,15,3,DK,64,23,0,0,1071
20201128,5,2,TR,402,8,0,0,20
20200809,15,15,TR,402,16,0,0,38
20201215,41,1,AR,345,4,0,0,6
20200625,8,2,YY,90,6,0,0,347
20201025,41,2,NO,64,14,0,0,686
20200611,15,2,XX,56,67,0,0,289
20200729,5,8,BG,402,2,0,0,17
20200927,5,3,YY,58,107,1,49264,6658
20200921,5,8,US,64,20,1,137135,3759
20201101,0,1,YY,402,3,1,16504,13
20201220,0,2,US,151,2,0,0,91
20201117,5,3,IN,64,7,0,0,71
20200720,2,1,BG,58,6,0,0,11
20200811,301,1,YY,56,6,0,0,144
20200523,41,4,PT,56,8,0,0,9
20201125,2,4,AA,64,26,0,0,1928
20200731,0,1,NO,90,15,0,0,75
20200714,8,1,AT,402,72,0,0,1877
20201110,8,1,ES,90,133,1,8860,420
20201005,2,13,KR,58,2,0,0,48
20201220,2,3,US,7,35,3,77950,7041
20201105,8,2,FI,64,36,1,22310,2757
20200724,41,4,BE,58,14,0,0,197
20201108,5,1,TW,56,345,15,113076,4052
20200615,15,3,AR,402,5,0,0,22
20200812,29,2,SI,402,3,0,0,13
20200821,15,1,VN,56,114,0,0,1713
20201009,15,2,ZZ,64,8,0,0,254
20200419,41,4,XX,58,28,0,0,35
20201006,5,2,IE,56,2,0,0,146
20200611,2,4,ES,345,2,0,0,13
20200922,15,1,PE,58,10,0,0,8
20200713,41,7,NO,64,21,0,0,1193
20200709,2,4,PT,402,17,1,66432,289
20200810,29,3,ZZ,64,9,1,65205,243
20200605,15,4,GR,56,7,0,0,14
20200714,29,1,XX,402,182,2,51527,6376
20201017,0,3,AE,56,4,1,7449,119
20200720,29,4,KR,64,2,0,0,115
20200607,0,1,ZA,56,11,0,0,83
20201001,15,3,AE,56,2,0,0,40
20200620,5,1,ZZ,56,505,0,0,8827
20200720,0,1,SI,56,7,0,0,11
20201020,8,1,RS,58,2,0,0,3
20201027,41,1,ES,58,68,0,0,357
20200805,2,1,HR,402,54,0,0,211
20200821,5,1,GR,345,7,0,0,6
20200726,15,8,TR,56,42,0,0,66
20200925,5,1,MY,64,27,1,8550,80
20200922,5,15,YY,56,4,0,0,123
20200418,41,7,NL,345,10,0,0,60
20200902,2,8,ES,56,2,0,0,13
20201023,0,13,NL,64,3,0,0,355
20201005,15,15,ES,345,10,0,0,58
20201011,8,3,MY,56,21,1,34961,275
20200531,15,7,DK,64,4,0,0,73
20200603,2,2,PL,64,7,0,0,11
20200923,0,1,XX,90,55,2,23937,1591
20200724,5,1,SE,56,45,0,0,133
20200713,2,1,YY,345,12,1,13409,66
20200903,8,1,VN,56,170,0,0,2769
20200802,2,1,GR,58,4,1,5454,16
20200917,8,15,XX,58,12,0,0,595
20200716,29,1,GR,402,35,1,5340,213
20200929,41,4,HK,56,6,0,0,201
20201012,2,7,SE,58,4,0,0,256
20200728,0,1,TW,402,24,1,2944,56
20200408,29,2,KR,56,2,0,0,38
20200809,41,7,ZZ,64,8,0,0,259
20201117,5,2,PE,64,5,0,0,57
20200615,301,7,AR,345,4,0,0,13
20200918,41,4,RS,58,3,0,0,11
20200623,29,2,KR,56,27,0,0,1315
20201014,41,2,DK,345,2,0,0,30
20201222,15,8,ES,90,2,0,0,0
20200618,8,1,NL,58,130,2,37589,799
20200824,8,3,PT,90,17,1,26251,42
20200929,15,1,XX,64,12,0,0,217
20201117,29,3,ZZ,56,37,2,72490,1235
20200530,15,2,FI,402,6,0,0,50
20200830,2,8,AT,345,2,0,0,15
20200517,0,2,CL,56,3,0,0,20
20200626,0,2,AR,64,2,0,0,21
20200613,8,15,US,58,12,1,233137,1017
20200928,0,2,AA,64,32,1,5332,1210
20200621,8,2,GR,345,3,0,0,6
20200709,5,3,DK,64,55,1,13798,3179
20201209,15,3,EC,64,3,0,0,29
20200723,5,3,AT,402,7,0,0,153
20201230,15,1,SE,56,25,0,0,534
20201004,5,7,XX,90,17,0,0,456
20201001,301,7,BE,64,3,0,0,53
20200521,2,2,ES,90,2,0,0,12
20200818,41,13,NL,345,4,0,0,40
20201229,2,7,MY,90,7,0,0,0
20201007,41,4,AA,56,11,0,0,103
20201030,15,15,YY,402,2,1,90743,13
20201026,8,2,NL,64,15,0,0,394
20200430,29,4,TW,56,2,0,0,11
20201013,0,4,US,7,93,10,489614,25217
20200427,15,4,ID,56,2,0,0,17
20200830,29,3,US,402,2,0,0,13
20200806,41,1,IE,64,3,0,0,101
20201024,29,1,AE,64,5,0,0,31
20201223,5,4,AR,56,6,0,0,53
20200416,15,1,FI,402,13,0,0,105
20200814,5,1,RO,90,8,0,0,6
20200621,15,1,AA,58,11,0,0,13
20200527,15,7,TR,402,17,0,0,41
20200529,5,8,XX,345,7,0,0,45
20200913,2,1,TW,64,92,1,12552,1632
20200911,2,1,CL,64,2,0,0,61
20200807,0,2,IL,64,58,1,84512,1728
20200812,8,3,GR,345,26,0,0,53
20200909,8,1,CH,56,210,2,29902,5841
20200919,301,3,US,56,8,0,0,160
20200608,41,1,VN,56,10,0,0,71
20200624,15,1,HU,56,227,0,0,494
20200501,0,3,NO,64,2,0,0,133
20200710,2,7,GR,402,2,0,0,12
20200814,8,8,RS,58,2,0,0,3
20200815,2,3,IE,64,34,1,33023,998
20201016,15,1,EC,64,2,0,0,3
20201011,41,2,FI,64,34,3,94052,1455
20201028,15,1,TR,56,535,0,0,1542
20200803,15,1,PT,56,81,0,0,238
20200802,5,4,MY,56,5,0,0,45
20201022,29,15,ES,402,2,0,0,181
20200607,5,2,MY,56,115,0,0,315
20201113,29,8,PT,64,4,0,0,103
20200926,8,1,UY,58,14,0,0,37
20201130,41,7,HU,64,7,0,0,22
20201124,15,7,YY,64,3,1,101272,190
20200915,8,2,BE,64,5,0,0,82
20200909,41,3,ZZ,58,5,0,0,106
20201104,2,3,SE,64,4,1,47590,318
20200709,5,2,NL,90,3,0,0,20
20200719,8,1,HR,402,216,0,0,841
20200920,41,3,TW,64,2,0,0,19
20200619,15,3,DK,402,14,0,0,465
20200803,41,1,UY,56,8,0,0,13
20200603,8,1,DK,56,17,0,0,134
20200913,41,4,SE,64,35,1,40150,1273
20200814,2,1,MY,402,54,0,0,211
20200403,41,4,EC,402,2,0,0,8
20200727,41,2,NL,56,6,0,0,18
20200729,5,4,BE,90,3,0,0,5
20200619,2,3,AA,56,5,0,0,57
20200804,15,7,BE,345,17,0,0,72
20200706,8,15,YY,56,2,0,0,75
20200517,301,1,NL,64,5,0,0,8
20201128,0,7,AA,64,6,1,44224,137
20200526,41,7,XX,56,22,0,0,22
20200504,41,15,HU,402,5,0,0,38
20201011,0,4,ZZ,90,5,1,11466,342
20200821,2,3,RO,56,5,0,0,15
20200801,8,4,SK,58,2,0,0,3
20200909,15,2,ZA,64,11,1,6595,8
20200812,0,2,AT,64,13,1,94469,603
20200731,8,13,TR,64,7,0,0,53
20200908,0,2,FI,64,20,1,35663,4308
20200803,8,15,ZZ,402,2,0,0,16
20200831,41,8,NL,56,7,0,0,132
20201005,29,3,ES,56,4,0,0,71
20201027,8,2,XX,90,17,0,0,0
20200522,41,15,FI,58,3,0,0,23
20201001,29,1,SE,64,83,2,58749,2557
20201111,41,1,NL,345,5,0,0,18
20200912,0,8,US,7,5,0,0,1560
20201019,2,4,XX,64,33,2,77071,1713
20200928,41,15,SE,58,2,0,0,57
20201021,301,15,XX,345,2,0,0,20
20201214,41,7,YY,64,6,0,0,479
20201015,2,15,XX,90,4,0,0,0
20200724,0,4,IL,402,2,0,0,8
20200618,15,2,AR,56,2,0,0,8
20200527,15,3,PL,56,22,0,0,34
20200714,15,3,NL,402,56,1,19302,1518
20200722,41,2,EC,64,2,0,0,45
20200909,8,2,IL,56,10,0,0,117
20200609,29,2,PL,56,10,0,0,7
20200529,8,1,RO,56,57,0,0,85
20200818,5,1,FI,402,12,0,0,225
20200714,8,2,HU,64,2,0,0,1
20200819,41,2,DK,56,7,0,0,159
20200518,15,4,AA,402,2,0,0,11
20200723,8,13,TR,56,3,0,0,5
20200801,2,2,HU,402,9,0,0,92
20201117,5,1,TW,402,10,0,0,25
20200804,0,2,AT,56,4,0,0,16
20200722,2,2,KR,56,10,0,0,386
20200825,0,2,GR,402,10,1,31986,41
20200825,8,1,NL,402,85,0,0,786
20200520,8,1,VN,56,62,0,0,188
20200728,0,1,PL,402,10,1,15266,107
20201030,29,1,FI,64,27,1,12226,754
20201023,41,8,HU,64,2,0,0,8
20200726,15,8,ES,64,62,0,0,1233
20200707,29,1,XX,56,63,0,0,375
20200908,8,7,HK,56,4,0,0,53
20201005,8,15,ES,64,15,0,0,399
20201211,8,3,AA,56,2,0,0,27
20201214,8,2,IE,64,10,0,0,321
20200909,15,2,PL,402,12,0,0,60
20200919,2,2,NL,64,20,0,0,722
20200616,15,3,BE,56,28,0,0,125
20201007,5,8,AE,56,3,0,0,116
20200910,41,3,CL,56,5,0,0,45
20200914,8,4,BG,56,7,0,0,21
20200926,2,7,YY,58,5,0,0,477
20200622,5,1,TW,56,370,0,0,2845
20201121,2,15,AE,56,8,0,0,185
20201112,15,8,NL,64,3,0,0,82
20200704,0,1,KR,58,18,0,0,195
20201001,0,3,KR,64,5,1,19430,529
20201007,5,2,CH,56,6,1,16425,203
20200412,0,1,PH,58,6,0,0,5
20200803,15,7,TR,139,150,0,0,675
20201219,5,7,YY,56,10,0,0,342
20201025,301,4,PL,64,8,0,0,162
20200425,15,1,TR,139,132,0,0,242
20200913,5,3,UY,402,5,1,7366,19
20201115,5,2,XX,90,10,0,0,0
20200628,5,2,BG,402,10,0,0,41
20200531,41,2,TW,64,95,1,36684,680
20200911,15,2,ZZ,402,2,0,0,8
20200801,0,1,CZ,402,2,3,12889,8
20200908,8,1,IE,56,95,0,0,1403
20201230,0,2,XX,64,8,0,0,1183
20200920,0,4,CH,56,3,0,0,58
20200915,8,3,MY,58,29,0,0,565
20200605,2,1,TH,90,6,0,0,7
20200509,41,1,TH,56,6,0,0,20
20200523,2,1,ZZ,58,40,0,0,711
20201121,8,4,TR,139,39,0,0,213
20200714,15,1,ZZ,402,67,0,0,261
20200724,41,4,TR,64,950,4,136977,4130
20200410,8,2,US,402,17,0,0,208
20200428,2,2,TW,64,78,2,39030,1379
20200707,2,2,TW,58,2,0,0,12
20200730,29,2,CH,56,5,0,0,45
20201227,5,15,NL,64,5,0,0,175
20200917,2,2,IN,402,7,0,0,18
20200918,8,1,RO,64,2,0,0,2
20201109,29,1,NL,64,66,0,0,641
20201109,2,2,AA,56,8,0,0,81
20200628,5,4,US,345,10,0,0,93
20201207,15,1,ZA,64,68,1,4196,257
20200823,29,15,HK,56,6,0,0,87
20200507,41,8,ES,345,52,0,0,287
20200704,8,2,SE,402,35,2,38642,1395
20200901,2,4,NL,90,20,0,0,835
20200929,41,8,BE,345,2,0,0,22
20200712,8,2,AA,64,3,0,0,2
20200805,15,2,MY,58,30,0,0,30
20200521,5,1,US,345,30,0,0,105
20200501,8,1,ZA,64,5,0,0,3
20200828,29,2,XX,345,20,1,22879,107
20200922,15,4,US,7,279,19,814607,42180
20200614,8,13,NL,402,2,0,0,13
20201101,41,13,NL,345,14,0,0,148
20200816,8,4,HU,56,6,0,0,36
20200508,41,1,XX,56,27,0,0,22
20200811,15,7,XX,345,268,2,217554,2106
20201113,8,2,TR,139,44,1,4049,165
20200527,0,3,TR,139,15,1,10272,67
20201103,301,4,EC,64,2,0,0,24
20200806,0,2,BE,58,190,2,68909,5517
20200508,41,15,NL,345,4,0,0,30
20200827,15,1,UY,64,2,0,0,2
20200421,5,1,AA,56,28,0,0,129
20200713,15,1,PL,64,10,1,5090,8
20200719,301,2,NL,64,2,0,0,12
20200905,8,1,UY,64,16,0,0,45
20201120,15,4,AR,64,11,0,0,137
20200503,41,13,TR,402,7,0,0,18
20200619,5,4,TR,64,4,0,0,29
20200828,5,7,HK,90,2,0,0,68
20201205,29,8,KR,64,2,0,0,93
20201114,15,3,BE,64,5,0,0,111
20200715,8,15,YY,402,4,0,0,306
20200610,2,3,AA,402,2,0,0,11
20201221,41,7,CL,64,2,0,0,46
20200613,41,13,PT,402,10,0,0,66
20200809,2,1,AT,56,17,0,0,97
20200922,5,4,KR,64,2,0,0,158
20201223,29,3,US,56,18,0,0,872
20200819,0,1,YY,64,13,1,4410,527
20201203,41,1,ZZ,58,77,2,20864,930
20200611,41,2,ES,56,36,0,0,33
20200530,15,4,CH,56,7,0,0,31
20200412,41,1,YY,56,20,0,0,40
20200818,15,1,RS,402,112,0,0,436
20200615,41,15,XX,58,9,0,0,38
20201030,41,8,TR,139,2,0,0,11
20201121,0,1,TR,139,1087,144,427459,10731
20200908,5,1,TR,64,163,1,7445,185
20200528,15,3,AT,345,2,0,0,8
20201115,5,2,BG,402,2,0,0,8
20200616,41,1,PH,402,2,0,0,11
20200820,15,15,ES,402,3,0,0,62
20200610,8,4,SE,402,2,0,0,16
20200923,29,1,RS,56,58,0,0,116
20200918,5,2,RO,56,10,1,3170,30
20201212,5,4,XX,90,6,0,0,0
20200913,2,15,TR,332,3,0,0,24
20200803,5,15,TR,332,4,0,0,12
20201114,29,3,TR,139,12,0,0,44
20201216,15,3,ID,56,11,0,0,126
20200405,2,1,NL,90,5,0,0,5
20201025,41,4,HK,56,20,3,280179,372
20200526,0,2,TW,56,45,0,0,496
20201231,2,2,AA,56,3,0,0,41
20200621,41,13,IE,402,2,0,0,65
20200502,5,1,EC,402,5,0,0,19
20200723,8,3,HU,56,12,0,0,24
20200510,29,7,CH,402,2,0,0,22
20200618,29,2,US,402,85,4,321419,952
20200413,29,4,US,7,11,1,39298,321
20201130,2,8,AA,64,4,0,0,165
20200718,8,3,AA,58,3,0,0,2
20200829,29,4,CH,56,13,0,0,346
20200710,41,13,XX,345,54,1,130796,1001
20201227,0,1,US,90,129,10,84100,4367
20201114,41,4,BG,56,7,0,0,61
20201028,2,1,SE,64,122,8,113930,5878
20201113,0,1,YY,64,12,1,13474,336
20201023,41,2,ZA,56,104,1,37303,1050
20200622,15,1,SE,56,53,0,0,271
20200609,2,4,US,64,31,1,82717,3993
20200420,41,7,YY,56,7,0,0,18
20201116,15,1,CH,402,2,0,0,7
20200808,2,1,BE,402,24,1,9948,192
20201104,8,3,PL,64,3,0,0,45
20200901,2,4,MY,56,9,0,0,79
20200425,2,4,YY,56,2,0,0,8
20200710,29,1,BE,58,86,1,18818,1222
20201220,15,2,ID,56,15,0,0,140
20200827,8,7,AT,58,20,0,0,545
20200824,15,15,MY,402,2,0,0,22
20200925,29,2,GR,64,12,0,0,105
20200412,301,7,ES,345,7,0,0,29
20200717,5,3,TR,64,541,5,88834,3323
20200805,41,2,GR,56,7,0,0,15
20200927,41,1,PE,58,8,0,0,11
20201209,29,8,US,64,11,0,0,795
20200807,8,4,SE,402,5,0,0,123
20200428,2,1,AT,90,2,0,0,8
20201025,5,3,ZA,56,2,0,0,21
20201208,29,1,IL,64,9,1,14411,55
20201004,41,3,AE,56,7,0,0,98
20200716,5,1,UY,56,5,0,0,19
20200902,301,2,US,56,5,0,0,166
20201203,2,3,ZA,56,5,0,0,105
20200908,2,1,PL,56,115,0,0,676
20201116,0,8,XX,90,2,1,128667,6683
20200809,2,8,ES,345,34,0,0,213
20200511,29,7,SE,402,2,0,0,16
20201128,301,1,ZA,64,2,0,0,6
20201113,29,2,CL,402,2,0,0,11
20200728,2,4,YY,402,7,1,53704,133
20201009,8,4,IN,58,15,0,0,136
20201104,8,4,CH,56,2,0,0,33
20200411,41,1,RO,56,3,0,0,2
20200702,5,2,NL,402,12,0,0,465
20200811,301,1,SE,56,2,0,0,26
20200803,41,2,XX,56,72,0,0,463
20200621,15,3,XX,58,126,1,101099,1990
20200517,15,1,BG,64,2,0,0,2
20200630,0,3,MY,64,6,0,0,43
20200418,0,7,US,7,84,9,470267,17598
20200613,8,1,TR,332,1413,0,0,4668
20201003,29,15,ES,402,2,0,0,30
20201024,41,2,AA,64,15,0,0,243
20200508,41,13,GR,402,11,0,0,26
20200619,29,2,US,64,252,15,502694,12327
20200807,8,3,PL,56,21,0,0,87
20200801,8,3,KR,64,36,1,40760,1246
20201117,29,1,BG,56,75,0,0,219
20201116,8,15,US,402,5,0,0,35
20200911,0,1,TH,90,78,1,2190,535
20200624,29,4,AA,56,32,0,0,92
20200422,15,1,ZZ,64,12,0,0,98
20200515,41,7,ES,64,74,1,199575,511
20200603,8,1,ES,56,208,0,0,513
20201012,15,1,BG,402,35,0,0,136
20200517,301,3,US,64,7,1,105148,100
20200622,29,7,US,345,17,1,205166,217
20200731,5,4,TR,90,23,0,0,48
20200717,301,3,PT,345,3,0,0,9
20201126,2,1,IN,58,22,0,0,35
20200611,15,2,MY,402,106,0,0,413
20201028,0,4,US,58,32,3,81528,4723
20201120,8,8,US,402,3,0,0,25
20200815,2,3,PT,56,22,0,0,65
20201027,29,1,US,58,536,4,78947,9524
20200821,15,3,US,151,9,0,0,305
20200511,41,7,TR,332,202,0,0,1089
20201005,5,1,AE,345,2,0,0,7
20200414,8,1,XX,90,2,0,0,1
20200418,8,3,VN,402,2,0,0,8
20200901,2,1,TW,402,40,1,1214,95
20200619,0,2,DK,64,10,1,18177,1096
20200416,301,4,ES,402,3,0,0,11
20200820,2,3,NL,345,5,0,0,35
20200619,8,2,HK,56,15,0,0,314
20200913,8,2,TR,64,334,3,40390,1638
20201201,41,4,XX,58,50,0,0,1381
20200418,41,1,US,402,57,0,0,648
20201011,41,3,AE,58,7,0,0,129
20200606,0,4,XX,56,4,0,0,20
20200610,8,3,PL,56,10,0,0,20
20200901,2,2,AA,345,5,0,0,14
20201110,5,2,TR,90,18,0,0,0
20200822,2,2,SE,56,2,0,0,25
20200802,41,2,AR,64,48,1,33419,510
20200830,2,4,HK,64,5,0,0,191
20201230,8,2,ZZ,58,4,0,0,70
20200718,15,4,BE,56,3,0,0,7
20200831,15,3,FI,345,6,0,0,17
20200907,2,3,TR,332,290,14,250839,2033
20200918,5,15,SK,402,2,0,0,16
20200825,8,7,BE,56,6,0,0,75
20201125,8,3,IE,64,4,0,0,153
20200604,0,4,US,151,4,0,0,148
20200709,5,3,ES,64,62,1,12729,1571
20200513,41,3,ZZ,402,8,0,0,33
20201120,15,3,IN,56,122,7,87008,1177
20201002,5,3,NO,64,3,0,0,383
20200916,8,1,UY,56,81,1,1769,216
20201010,41,4,CH,56,14,0,0,387
20200718,2,2,KR,402,2,0,0,11
20200526,0,15,US,402,2,0,0,50
20200716,8,4,DK,345,3,0,0,17
20200405,0,3,XX,56,2,0,0,10
20200914,0,1,BG,56,19,1,4525,49
20200825,0,1,PT,58,9,0,0,7
20200913,41,4,YY,64,2,0,0,35
20201206,41,2,IN,64,16,0,0,138
20200922,15,3,FI,58,4,0,0,51
20200502,15,1,GR,402,57,0,0,135
20200410,5,1,CH,90,2,0,0,2
20201101,0,1,CH,64,5,1,17282,152
20200624,8,4,RO,402,7,0,0,30
20200921,15,2,ZA,402,25,0,0,97
20200716,29,7,XX,90,13,0,0,768
20200705,41,4,BE,58,87,0,0,983
20200916,2,1,FI,64,104,10,143206,9310
20200627,15,2,DK,56,14,0,0,118
20200404,0,1,YY,64,205,23,170451,8998
20200904,8,2,TH,64,3,0,0,11
20200825,301,13,SE,64,2,0,0,36
20201027,15,13,TR,64,5,0,0,40
20200912,41,8,NL,345,14,0,0,177
20201117,5,1,VN,90,6,0,0,16
20201119,0,3,ID,56,2,1,1383,55
20200715,8,2,TW,90,2,0,0,26
20201007,15,1,PE,56,54,0,0,281
20200819,41,2,ES,56,23,0,0,211
20200521,8,15,ES,402,13,0,0,105
20200719,29,8,AE,56,2,0,0,39
20200808,8,4,CZ,56,12,0,0,124
20200505,8,1,TR,139,307,1,10290,830
20200830,2,1,ES,56,92,0,0,634
20201215,5,1,PE,345,2,0,0,4
20201215,2,1,GR,90,2,0,0,0
20200626,29,3,ZZ,56,46,0,0,1823
20201010,0,4,AA,64,16,0,0,1123
20200628,5,2,NL,402,30,0,0,773
20200405,8,3,TW,56,2,0,0,7
20200924,15,1,IN,64,93,1,5138,81
20200608,5,3,ES,90,2,0,0,51
20200509,2,2,ES,402,2,0,0,6
20200924,15,7,ES,64,35,0,0,1383
20201016,41,1,NL,56,76,2,18929,1118
20201103,8,3,CL,402,4,0,0,16
20200826,5,13,US,402,5,0,0,40
20200629,5,4,AT,402,7,0,0,50
20200718,5,1,RS,58,3,0,0,11
20200406,301,15,XX,402,5,0,0,116
20200821,15,2,IL,58,10,0,0,10
20201004,8,1,YY,58,31,1,8974,332
20200609,15,15,XX,402,21,0,0,540
20200515,5,1,TR,64,142,0,0,133
20201013,8,7,US,402,7,0,0,33
20201204,41,2,XX,90,2,0,0,0
20201011,41,8,RO,64,5,0,0,67
20200728,2,8,NL,345,6,0,0,35
20200822,301,7,TR,139,2,0,0,6
20200821,5,3,NL,402,3,0,0,33
20200701,0,1,IE,402,5,0,0,113
20201105,29,15,ZA,56,2,0,0,17
20200604,29,4,TR,139,333,1,35905,1195
20200523,41,1,IN,56,51,0,0,43
20201203,15,1,XX,345,6,0,0,30
20200628,15,7,US,56,59,0,0,4808
20200723,41,8,PL,345,2,0,0,7
20200908,2,2,BE,90,3,0,0,10
20200817,2,8,TR,139,31,1,30819,267
20200921,8,1,PH,58,7,0,0,15
20200418,8,1,HR,402,10,0,0,41
20201109,15,1,CH,56,235,1,20670,3813
20200806,0,2,DK,56,7,0,0,74
20201129,15,1,PL,64,4,0,0,8
20200503,15,2,AA,58,2,0,0,1
20200601,5,1,PL,90,3,0,0,5
20200419,5,2,US,151,9,0,0,109
20201027,8,2,IN,58,2,0,0,3
20200520,41,1,NL,56,5,0,0,10
20200419,5,1,HK,90,50,0,0,674
20200405,8,7,TR,402,2,0,0,5
20200701,41,1,AA,56,11,0,0,75
20200809,2,2,PH,56,4,0,0,23
20201112,2,3,YY,56,12,5,109417,428
20200712,8,7,NL,58,42,1,69903,1077
20200902,5,7,XX,90,9,0,0,156
20201126,41,4,US,151,45,0,0,1728
20200420,8,2,SE,56,2,0,0,5
